Product Name,Review,Rating
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I bought this HP over some similar models listed here on Amazon because the listing didn't mention that the OS was Win11 in S mode. I detest S mode so paid a little more for having regular Win11. But the computer arrived with Win11 in S mode, and trying to get that switched off took some significant hoop jumping. I finally managed to do so but the listing needs to be changed to reflect that the OS is not regular Win11 but is operating in S mode out of the box.",3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Easy setup, perfect size, right hand number key pad, love the RED!",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I really like the color of this laptop top, so did my granddaughter.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",I chose this computer because of the specs. 32G Ram and 1TB SSD.,4
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",This computer has everything I need and is much faster than my old laptop which had Windows 10 and was a touchscreen.  A good value for the money.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Amazing for everything except Video Games,4
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",I just started a job in January.  I needed a good laptop that I could take with me and keep everything I needed.  It's fast easy to use and I can keep multiple windows open with no problems.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I really have no complaints about this laptop.. it's fast, light weight, and has plenty of memory.. the battery life doesn't really matter to me because I keep my laptop at home.. overall though it worth it, and affordable being under $600",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I bought this as a gift for my husband to use for gaming, then he told me he could use this for work, not something he had ever mentioned because he likes to leave work at work, but as the world gets more computerized a note through email is easier than a hand written note left on a desk that for some reason was never seen. Each day he sees ways it will make little irritating things better, and its making those little irritating things better for me because I don't have to listen to them! The laptop is easy to use and for the moment has plenty of memory and as he figures out all the things he can do with it, it makes me happy too! 😃",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I really enjoy this laptop so far. The shipping was very fast, it came in 2 or 3 days and I used the free shipping. The setting up process was very simple, it didn’t come charge so you will need to charge it. The keyboard is sleek and like how there’s a number pad. It does get in the way of my typing but that’s okay. It does have the type c adapter thing which is basically the same as the newer iPhone needing an adapter to use wired headphones. It does have 1tb of storage which I didn’t believe that could be real for this price same as 16gbs of ram. It has a Bluetooth adapter as advertised and it’s fairly simple to connect to any headphones or earbuds. It does run very fast because of the 16GBs. If you were to get the 8gb or anything lower it will run on the slower end. It isn’t touch screen which I personally like because I don’t have to worry about cleaning my screen often. The camera is great for the price. I wouldn’t use my laptops speakers because it won’t sound as good as using earbuds or headphones. I haven’t tested the mic yet. The battery life I haven’t tested however when I start college I will make sure I update how far it runs. I would definitely recommend anyone who is going into college to buy this laptop. The storage and ram at this price is amazing.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I haven’t used the touchscreen as this is a new feature im not used too. Setup was easy, computer is fast and really easy to learn.  The touchpad needs a little freeing up.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","This is an ok computer. Nothing really special about it but I wanted something that wasn’t going to be $1,000. The Wi-Fi seems to be extremely slow with this laptop so I usually plug in the Ethernet cable when using the internet, otherwise speeds are really slow. The main reason I got this laptop was for writing books. With that being said, if you use it for anything like this, save your work frequently. On a weekly basis, and sometimes multiple times in a day or week, the laptop crashes. It goes to this blue screen with an error message and then it reboots. It’s kind of annoying. Whether this is a fault in the laptop or windows 11, I’m not sure. But other than that, it’s ok. Not great. Not spectacular. It’s a very basic laptop. Also, they have this laptop described as being a touchscreen, which it is not. I don’t really care about that because the last thing I want is fingerprints all over my screen, however, that is clearly false advertising. So if you are looking for a laptop with a touch screen, this is not the one.",2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Update: computer keep shutting down and restarting on me inless than a month.  I think its a software issue, but I'm returning.Nice smaller laptop, I think it will work for school nicely.  My only complaint was the shipping box.  Either the tape wasn't put on well down the center or someone tried to open it.Many of my packages have been arriving with the tape moved or open on the ends.  I suppose it could be a machine issue.This was untapped in the center top, someone could have tried peeking to see, and they would have easily.Laptop was in fine shape and I received safely.  Will be a lot easier than carrying my big heave 17inch to class.  I don't notice much difference in the slightly smaller 14.6 inch screen.  It is not touch screen, didn't think it was.  The keys are not backlit, and the keys are superb grey making it hare to see the gray lettets.",3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","This is a great computor, a lot of bang for your buck. Very easy to navigate, clean design, beautiful scarlet color with silver inside. The keyboard is a dream, spaced large enough so you don't feel closed in and the keys are very user friendly and respond quickly to your touch. It came with Windows 11 Home with all the great features. So easy to setup as well.  I love it. Highly recommend.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I like HP ,But the laptop I received was super slow re: streaming & download time",3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","The computer is okay except for a power slit instead of a button, but plan on spending a lot of time getting around Microsoft apps like Edge.",3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",This laptop is not just beautiful but so functional.  I do not know much about the inner workings of laptops but I do know this one is fast and works well.  I have what I need and it is so good!,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","The operating system, windows 11 would not connect with my printer so we had to return this one. It appeared to be an excellent computer otherwise.",3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I have only had it a week so not much use yet.  It appears to have started up just fine.  I have not left it unplugged yet so can't say about battery life.  If it is a touch screen, then I have not figured out how to use it.  It should have been packed better.  Could have used bubble wrap instead of letting it bang around in the bigger packaging box.",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Easy to use,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Still fast, working well but painful in the hands because has really sharp edges.",4
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","The 2 USB ports on the right-hand side were so close together I couldn't fit 2 (what I consider) typical  USB devices side-by-side without risking damaging one/both. I couldn't use both a thumb drive and a presenter remote simultaneously. For copyright reasons, I wasn't allowed to download the data from the thumb drive to the laptop.",2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Got this for my wife and she loves it great little laptop.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Too soon to tell but it was easy to setup and is faster than my old one.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",No touch screen,3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",This is seriously the slowest computer I own. I have a six year old laptop with only 8GB of RAM that runs circles around this thing. Don't even think about doing two things at the same time. Do NOT buy this turd.,2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Fast and nice hard drive. My wife loves it for work and play,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Es rapida y funciona bie,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Works fairly well most of the time, but crashes every few hours. Battery life is only about six hours.",2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",I haven't had it long enough to judge the battery life. Its longevity will determine its value. It seems to work just fine.,3
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","This laptop is very fast, works good, it's design is beautiful, the only bad thing is that the seller put in the advertisment that it has 11 hours of battery life, the seller omited to say that 11 hours of battery life being in standby, other than that this laptop is very good!!!!",5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I bought this computer because my old one died.  I had no idea that this brand new computer (at least for me) with Windows 11 wouldn't be able to do half of what my old one did, yet cost approximately $250 more.  It's not a gaming PC, but it can't even keep up with a game that's 11 years old.  The screen resolution maxes out at 1366x768.  Yes, you read that correctly.  I feel like I paid almost $700 for a computer that would've been fantastic 15 years ago, yet it's a 2021 model.  What a ripoff.",2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Just got it today it loaded up really fast and was easy to get all setup so far I'm happy,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Love the color. Nice size screen. The battery does not last a few hours. Always have to plug in after about three hours just using not gaming .  Would not buy again because of no good battery,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","metal keyboard.  can't easily see keys.  Windows 11 is really, really bad.",2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Constantly blue screened and crashed.Looked at by highly regarded tech group and stated they would not be able to repair without costing more than its worth. After 30 days they (amazon) would not back it.,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",It has performed as expected so far,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","I received this computer on August 3, 2022.  By September 14th, I was packaging up the computer to send to HP for repair.  On September 23, 2022, got an email from HP stating that the repair was not covered by the warranty and I would have to pay $403 to repair it. Just ridiculous. I will never buy HP again.",2
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",DO NOT BUY THIS BRAND LAPTOP.  Bought 1 for my mom and it didn't charge at delivery. So I returned it and Ordered the new laptop mid February. Laptop worked for 2 months and has the same no charging issue.  Amazon should just not allow this brand to be sold anymore.,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Works as advertised. Fast shipping.,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Very disappointed with this product. I would not recommend. This is not a laptop it is a notebook (If I wanted a notebook I would have purchased a notebook. Since it is a notebook and not a laptop it does not have a fan so it heats up and is not comfortable to hold in lap for any amount of time. Battery does not last 11 hours more like 4 hours. This comes with a trial of office 365  windows/office 10 is more user friendly) which wants to store everything in one drive which will cost you if you want to save more than a couple of documents.,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Blue screened first update out of the box.  Ran ok for a couple of weeks. Now it blue screens everyday. Bios has been updated, drivers updated, OS updated…nothing wrong found with memory or hard drive. Ridiculous.",1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","The laptop seemed fine at first, but then due to personal issues, it had to sit for a few weeks before I could try and get on the laptop again.  At this point it would not turn on at all, even with the power cord plugged into the machine. I have always had HP laptops prior, but there is something just wrong with this model. I found other reviews complaining about the same issue. The seller was great and promptly accepted a return.  But I think I will now avoid HP laptops.",1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Computer would not even turn on.  YouTubed all the ways to get it going.  Can’t even get to the battery without taking the computer totally apart.  Charged for severalHours and nothing. Light at charging point was the only thing that lit up.  Then the box has stickers over 4GB because this one was suppose to be 32 GB.  I’m assuming that was BS. Too!  The best response the company had was “well we have a 1-800 to problem solve”!  If I have to call to problem solve a brand new computer it’s a LEMON!  I still have not gotten refunded on this product and it’s going on a week !  I’m incredibly angry and disappointed!  They need to be removed from FB as a seller !!! I’ve tried to download pictures here as well but it’s not working! Of course not this whole purchase has been a big JOKE!,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Works as it should,5
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Did not like that it wouldn’t work duh,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Could not even set up computer. It locked up and would not restart or continue loading up. Totally useless.,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Can't use computer in S mode,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",The Laptop not work. It does not put Turn On.,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",No technical support phone number on any of the literature and I don't have time to troubleshoot a faulty product,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Touch screen did not work. Computer turned on and off and worked fine 2 times. Tried to turn it on a 3rd time and windows would not load. Called tech support, and after 45 minutes on the phone, they said send it back, and we will send you another one.",1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",no touch screen,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",Broke,1
"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11","Stopped working after 30 minutes, returning it",1
